"","state","account_length","area_code","international_plan","voice_mail_plan","number_vmail_messages","total_day_minutes","total_day_calls","total_day_charge","total_eve_minutes","total_eve_calls","total_eve_charge","total_night_minutes","total_night_calls","total_night_charge","total_intl_minutes","total_intl_calls","total_intl_charge","number_customer_service_calls"
"1744","KS",124,"area_code_415","no","no",0,94.8,102,16.12,238.9,91,20.31,279.4,94,12.57,11.6,3,3.13,2
"1745","SD",56,"area_code_415","no","no",0,79.3,115,13.48,159,64,13.52,245.7,99,11.06,10.1,4,2.73,1
"1746","IN",158,"area_code_408","no","no",0,119.8,123,20.37,262.2,122,22.29,219.8,111,9.89,12.4,5,3.35,1
"1747","NH",106,"area_code_510","no","no",0,170.6,116,29,259.1,115,22.02,214.2,111,9.64,9.6,13,2.59,1
"1748","WA",112,"area_code_408","no","no",0,135.1,112,22.97,226.3,85,19.24,115.2,108,5.18,11.1,6,3,1
"1749","TN",102,"area_code_408","no","no",0,157.4,83,26.76,47.3,102,4.02,160.4,92,7.22,11.4,5,3.08,0
"1750","DC",149,"area_code_415","no","yes",25,185.6,109,31.55,167.3,89,14.22,171.6,100,7.72,10.7,3,2.89,1
"1751","TX",138,"area_code_415","no","no",0,217.2,73,36.92,190.8,127,16.22,133.5,97,6.01,5.2,3,1.4,4
"1752","DC",118,"area_code_415","no","no",0,183.1,128,31.13,241,93,20.49,211.1,108,9.5,12.5,4,3.38,0
"1753","TN",222,"area_code_408","no","yes",34,218.5,89,37.15,160.7,76,13.66,181.6,76,8.17,4.9,5,1.32,4
"1754","WA",60,"area_code_415","no","yes",31,223.6,83,38.01,235.6,77,20.03,153,119,6.89,4.7,8,1.27,4
"1755","CO",101,"area_code_415","no","yes",39,147.2,105,25.02,168.8,96,14.35,165.3,118,7.44,13,4,3.51,1
"1756","VA",118,"area_code_408","no","no",0,160.3,110,27.25,53.2,92,4.52,130.7,119,5.88,10.5,4,2.84,0
"1757","HI",232,"area_code_415","no","no",0,248.2,128,42.19,211.2,96,17.95,147.1,117,6.62,10,6,2.7,2
"1758","PA",137,"area_code_415","no","yes",25,174.6,88,29.68,243.8,118,20.72,259.7,103,11.69,12.2,3,3.29,3
"1759","WY",3,"area_code_415","no","yes",23,205.5,102,34.94,209.5,83,17.81,182.3,99,8.2,6.4,4,1.73,0
"1760","MD",58,"area_code_408","no","no",0,187.6,113,31.89,217.4,115,18.48,139.7,92,6.29,9.8,5,2.65,3
"1761","KY",55,"area_code_415","no","yes",37,197.5,89,33.58,228.7,141,19.44,313.4,121,14.1,19.7,2,5.32,1
"1762","OH",69,"area_code_510","no","no",0,221.6,88,37.67,231.8,87,19.7,211.7,116,9.53,8.6,9,2.32,1
"1763","PA",86,"area_code_510","no","no",0,212.8,79,36.18,90.9,145,7.73,152.3,67,6.85,11.9,3,3.21,2
"1764","NE",105,"area_code_510","no","no",0,213.3,99,36.26,153.1,79,13.01,227.9,98,10.26,10.8,5,2.92,1
"1765","KS",116,"area_code_408","yes","no",0,232.2,98,39.47,244.7,91,20.8,151.3,69,6.81,10.6,1,2.86,7
"1766","WA",65,"area_code_415","no","no",0,189.3,74,32.18,205.3,90,17.45,228.2,78,10.27,8.5,13,2.3,3
"1767","MA",86,"area_code_408","no","no",0,118.6,106,20.16,223.5,115,19,94.7,12,4.26,13.3,1,3.59,2
"1768","VT",100,"area_code_510","no","no",0,254.2,97,43.21,262,88,22.27,256.3,82,11.53,13.6,6,3.67,0
"1769","ID",67,"area_code_415","no","no",0,234.3,111,39.83,206.4,87,17.54,157.3,101,7.08,5.8,10,1.57,3
"1770","NE",90,"area_code_415","no","no",0,114.4,108,19.45,232.8,150,19.79,198.1,78,8.91,8.9,3,2.4,0
"1771","IA",67,"area_code_408","no","no",0,177.4,102,30.16,215.2,123,18.29,132.4,120,5.96,6.6,4,1.78,4
"1772","KY",7,"area_code_510","no","yes",33,211.8,99,36.01,170.9,110,14.53,244.2,125,10.99,11.2,4,3.02,2
"1773","HI",92,"area_code_510","no","no",0,222.4,105,37.81,164,129,13.94,233.3,113,10.5,9.9,8,2.67,1
"1774","WY",116,"area_code_415","no","yes",42,280.4,95,47.67,174.4,101,14.82,190,65,8.55,9.9,1,2.67,3
"1775","NV",134,"area_code_408","no","no",0,107,146,18.19,220,116,18.7,149.8,108,6.74,7.2,3,1.94,2
"1776","DC",19,"area_code_415","no","no",0,184.5,131,31.37,201.3,87,17.11,188.9,114,8.5,13.1,10,3.54,1
"1777","MS",65,"area_code_510","no","no",0,193.8,113,32.95,151.7,106,12.89,208.9,94,9.4,12.6,3,3.4,3
"1778","WV",104,"area_code_415","no","no",0,185.1,91,31.47,227.3,115,19.32,198.5,79,8.93,12.7,10,3.43,2
"1779","MA",102,"area_code_510","no","no",0,143.7,82,24.43,170.9,83,14.53,310.9,112,13.99,9.8,1,2.65,2
"1780","OR",101,"area_code_415","yes","no",0,169.5,117,28.82,212,111,18.02,204,120,9.18,9.7,1,2.62,0
"1781","AR",115,"area_code_415","no","yes",37,184.1,67,31.3,159.4,104,13.55,193.3,121,8.7,13.3,3,3.59,0
"1782","MD",119,"area_code_415","no","no",0,209.4,125,35.6,286.3,91,24.34,208.6,73,9.39,8.1,4,2.19,2
"1783","MT",108,"area_code_415","no","no",0,108.6,128,18.46,325.2,97,27.64,173.6,67,7.81,9.3,6,2.51,0
"1784","OH",82,"area_code_415","no","no",0,179.2,95,30.46,228.9,95,19.46,187.7,100,8.45,13.2,2,3.56,1
"1785","NJ",126,"area_code_415","no","no",0,261.6,83,44.47,192.9,133,16.4,246.9,50,11.11,7.3,3,1.97,4
"1786","TX",46,"area_code_415","no","no",0,230.7,117,39.22,186.2,84,15.83,182.2,109,8.2,9.2,4,2.48,2
"1787","MN",44,"area_code_408","no","no",0,207.2,90,35.22,178.6,76,15.18,182,74,8.19,0,0,0,0
"1788","MT",171,"area_code_408","no","no",0,171.9,99,29.22,249.2,95,21.18,174.9,81,7.87,12.5,4,3.38,1
"1789","AK",88,"area_code_415","no","yes",37,181.7,88,30.89,237.4,106,20.18,209.1,111,9.41,9.5,5,2.57,2
"1790","KY",53,"area_code_510","no","no",0,171.5,75,29.16,224.5,111,19.08,187.4,84,8.43,9.7,6,2.62,1
"1791","OR",100,"area_code_510","no","no",0,152.7,98,25.96,212.4,73,18.05,264.5,90,11.9,7.9,3,2.13,2
"1792","MN",82,"area_code_415","no","no",0,194.7,105,33.1,210.9,100,17.93,236.9,143,10.66,11.6,3,3.13,3
"1793","HI",71,"area_code_415","no","no",0,119.9,108,20.38,240.7,82,20.46,151.1,124,6.8,8.1,7,2.19,3
"1794","LA",103,"area_code_415","no","no",0,222.9,129,37.89,205,87,17.43,141.3,99,6.36,9.9,2,2.67,1
"1795","MS",140,"area_code_415","no","no",0,265,100,45.05,147.6,89,12.55,247.7,94,11.15,10.7,3,2.89,1
"1796","GA",130,"area_code_415","no","no",0,211.4,91,35.94,191,62,16.24,207.3,109,9.33,11.6,3,3.13,1
"1797","KS",121,"area_code_408","yes","no",0,175.9,87,29.9,225.3,114,19.15,156.2,113,7.03,10.4,3,2.81,2
"1798","WV",94,"area_code_415","yes","yes",39,115.5,90,19.64,122.5,99,10.41,197.7,110,8.9,7,3,1.89,0
"1799","MS",76,"area_code_408","no","no",0,193,82,32.81,200.8,109,17.07,135.9,79,6.12,14.4,3,3.89,0
"1800","DE",79,"area_code_415","no","yes",31,173.2,98,29.44,149.5,123,12.71,245.7,91,11.06,11.5,7,3.11,1
"1801","HI",57,"area_code_415","no","no",0,214,100,36.38,209.9,80,17.84,105.1,112,4.73,11.3,1,3.05,0
"1802","NM",143,"area_code_415","no","no",0,271.7,67,46.19,189.1,155,16.07,101.1,55,4.55,17.2,5,4.64,1
"1803","MD",103,"area_code_415","yes","no",0,133.2,90,22.64,236.8,70,20.13,214.1,120,9.63,12.5,2,3.38,1
"1804","KY",120,"area_code_408","no","no",0,180.8,93,30.74,190.1,82,16.16,192.3,66,8.65,10.5,7,2.84,2
"1805","NM",136,"area_code_408","no","no",0,276.3,94,46.97,226,125,19.21,221.4,87,9.96,7.2,1,1.94,1
"1806","CA",96,"area_code_415","no","no",0,183.9,88,31.26,109.2,86,9.28,190.2,78,8.56,16.6,7,4.48,2
"1807","NM",116,"area_code_510","no","no",0,179,81,30.43,200,116,17,168.6,74,7.59,15.8,7,4.27,1
"1808","MN",96,"area_code_408","yes","no",0,188.8,119,32.1,216.9,100,18.44,208.5,116,9.38,5.8,3,1.57,3
"1809","CT",60,"area_code_415","yes","yes",45,135.6,101,23.05,94.9,73,8.07,154,118,6.93,9.8,3,2.65,4
"1810","IA",105,"area_code_408","yes","yes",31,172.5,103,29.33,113.6,102,9.66,261.6,104,11.77,10.8,4,2.92,2
"1811","CA",86,"area_code_415","no","no",0,234.6,102,39.88,268.3,109,22.81,195.6,102,8.8,11.6,4,3.13,1
"1812","VT",115,"area_code_415","no","no",0,202.1,95,34.36,231.6,89,19.69,214.6,165,9.66,13.1,7,3.54,1
"1813","CO",90,"area_code_415","no","no",0,207.6,82,35.29,193.3,105,16.43,149.7,68,6.74,11.2,6,3.02,1
"1814","KY",22,"area_code_415","no","no",0,222.9,97,37.89,172.6,91,14.67,187.6,99,8.44,10.1,3,2.73,1
"1815","NV",87,"area_code_408","no","yes",48,178.8,91,30.4,246.8,106,20.98,262.4,119,11.81,9,8,2.43,1
"1816","SC",89,"area_code_415","no","no",0,159.4,126,27.1,207,108,17.6,141.6,121,6.37,11.1,4,3,1
"1817","IL",71,"area_code_415","no","no",0,112.1,122,19.06,157.9,86,13.42,271.6,104,12.22,11.1,5,3,0
"1818","TN",90,"area_code_408","yes","no",0,127.2,94,21.62,221.1,108,18.79,110.7,106,4.98,11.2,3,3.02,2
"1819","UT",124,"area_code_510","no","no",0,234.2,110,39.81,199,121,16.92,246.4,135,11.09,7.1,4,1.92,0
"1820","ID",73,"area_code_510","no","yes",33,217.7,108,37.01,245.7,106,20.88,242.9,100,10.93,8.8,6,2.38,1
"1821","IL",107,"area_code_408","no","no",0,228.2,90,38.79,214.2,123,18.21,183.1,79,8.24,10.5,4,2.84,4
"1822","WV",167,"area_code_510","no","no",0,191.5,93,32.56,163.8,76,13.92,189.1,103,8.51,14.1,9,3.81,1
"1823","LA",34,"area_code_408","no","no",0,151.1,92,25.69,211.7,86,17.99,205.8,72,9.26,9.8,4,2.65,0
"1824","IL",109,"area_code_510","no","no",0,117.8,64,20.03,216.2,84,18.38,148.4,59,6.68,10.9,5,2.94,1
"1825","UT",90,"area_code_415","no","no",0,152.3,91,25.89,165,120,14.03,294.3,73,13.24,9,3,2.43,2
"1826","KY",114,"area_code_408","no","no",0,204.4,91,34.75,239.6,136,20.37,235,64,10.58,11.5,3,3.11,2
"1827","NJ",94,"area_code_415","no","no",0,145.4,92,24.72,172.8,103,14.69,183.9,43,8.28,9.3,3,2.51,2
"1828","WY",69,"area_code_415","no","no",0,211.7,94,35.99,236.1,124,20.07,252.7,90,11.37,7.2,2,1.94,4
"1829","AL",48,"area_code_408","no","no",0,52,60,8.84,132,79,11.22,185.8,85,8.36,12.3,2,3.32,2
"1830","DE",122,"area_code_415","no","yes",30,237.7,94,40.41,154.7,91,13.15,223.1,98,10.04,9.5,3,2.57,1
"1831","IA",81,"area_code_510","no","no",0,192.4,79,32.71,212.7,106,18.08,244.8,83,11.02,8.3,5,2.24,1
"1832","NH",170,"area_code_415","no","no",0,222.8,82,37.88,148.2,105,12.6,231.1,75,10.4,13.3,5,3.59,1
"1833","ME",82,"area_code_415","no","yes",23,249.4,117,42.4,195.8,100,16.64,162.2,94,7.3,12.3,2,3.32,1
"1834","NM",42,"area_code_415","no","no",0,137.9,160,23.44,234.9,107,19.97,166.6,70,7.5,14.3,3,3.86,5
"1835","NH",98,"area_code_415","no","no",0,243.4,88,41.38,147.1,155,12.5,156.4,80,7.04,9.7,4,2.62,2
"1836","LA",57,"area_code_415","no","no",0,198.1,89,33.68,214.2,105,18.21,109.5,106,4.93,7,3,1.89,1
"1837","SC",137,"area_code_510","no","no",0,109.8,112,18.67,223.5,88,19,247.5,96,11.14,17.8,2,4.81,1
"1838","AR",116,"area_code_408","no","no",0,85.8,88,14.59,115.8,112,9.84,195.9,91,8.82,11,2,2.97,1
"1839","TX",108,"area_code_415","no","no",0,133.1,52,22.63,256.3,103,21.79,247.2,118,11.12,11.9,3,3.21,3
"1840","WY",25,"area_code_408","no","no",0,199.2,80,33.86,123.2,84,10.47,82.3,77,3.7,9.6,4,2.59,2
"1841","DE",87,"area_code_415","no","yes",28,202.7,124,34.46,248.9,98,21.16,184.7,50,8.31,14.7,6,3.97,1
"1842","MS",45,"area_code_415","no","yes",18,168,127,28.56,155.5,76,13.22,152.7,127,6.87,11.8,5,3.19,0
"1843","VA",162,"area_code_510","no","no",0,103.3,93,17.56,210.6,87,17.9,187.2,118,8.42,11.4,6,3.08,1
"1844","UT",80,"area_code_415","no","no",0,195.1,65,33.17,214,80,18.19,124.4,96,5.6,9.2,6,2.48,2
"1845","WV",176,"area_code_415","no","no",0,162.6,97,27.64,227.8,107,19.36,218.8,92,9.85,11.3,4,3.05,1
"1846","AZ",89,"area_code_510","no","yes",24,197.8,84,33.63,223.2,117,18.97,201.7,132,9.08,5.7,4,1.54,1
"1847","RI",128,"area_code_510","no","no",0,212.4,118,36.11,148.6,108,12.63,214.8,98,9.67,9.8,5,2.65,1
"1848","NM",138,"area_code_408","no","no",0,63.7,114,10.83,212.2,132,18.04,247.6,114,11.14,8.8,4,2.38,0
"1849","HI",90,"area_code_408","no","no",0,193.8,90,32.95,206.6,98,17.56,153.3,120,6.9,10.1,9,2.73,3
"1850","VT",67,"area_code_408","no","yes",33,127.5,126,21.68,296.1,129,25.17,200.9,91,9.04,13,3,3.51,1
"1851","MI",98,"area_code_415","no","yes",23,168.9,98,28.71,226.3,117,19.24,165.5,96,7.45,14.3,3,3.86,0
"1852","IN",140,"area_code_415","no","no",0,204.7,100,34.8,126.8,107,10.78,202.8,115,9.13,12.1,4,3.27,2
"1853","NC",166,"area_code_415","no","yes",26,152.1,114,25.86,89.3,67,7.59,194.6,111,8.76,7.5,6,2.03,0
"1854","KY",86,"area_code_408","no","no",0,139.1,95,23.65,146.2,82,12.43,186.8,120,8.41,11.8,5,3.19,2
"1855","WY",117,"area_code_408","no","no",0,150.5,121,25.59,345.1,132,29.33,183.9,97,8.28,8.3,2,2.24,0
"1856","VA",86,"area_code_415","no","no",0,231.9,73,39.42,165.9,123,14.1,225.7,86,10.16,11.5,3,3.11,3
"1857","FL",95,"area_code_408","no","yes",45,116.4,115,19.79,283.7,123,24.11,285.2,103,12.83,12.8,4,3.46,1
"1858","KY",81,"area_code_510","no","no",0,79.4,99,13.5,144.7,90,12.3,204.7,114,9.21,9.1,5,2.46,0
"1859","MI",96,"area_code_415","no","no",0,166.5,101,28.31,78.3,108,6.66,221.9,112,9.99,11.5,10,3.11,3
"1860","KY",105,"area_code_415","no","no",0,181.3,134,30.82,136,84,11.56,271.2,122,12.2,10.3,3,2.78,1
"1861","MO",38,"area_code_510","no","no",0,281.1,113,47.79,236.1,82,20.07,230.1,60,10.35,10.9,3,2.94,1
"1862","CA",91,"area_code_510","no","no",0,172.5,56,29.33,276.5,70,23.5,180.9,90,8.14,6.9,2,1.86,3
"1863","RI",79,"area_code_415","no","yes",30,148,96,25.16,149.6,128,12.72,220.3,99,9.91,9.7,5,2.62,3
"1864","TN",104,"area_code_510","no","no",0,142.6,88,24.24,85.4,96,7.26,246.4,80,11.09,14,4,3.78,1
"1865","CT",34,"area_code_510","no","yes",26,193.4,91,32.88,198.3,94,16.86,257.2,94,11.57,9.5,5,2.57,2
"1866","NY",111,"area_code_510","no","no",0,184.2,92,31.31,215,96,18.28,100.1,64,4.5,11.3,4,3.05,1
"1867","TX",110,"area_code_415","no","yes",30,144.1,87,24.5,229.8,88,19.53,174.7,90,7.86,12.4,4,3.35,2
"1868","IL",65,"area_code_415","no","no",0,180.3,84,30.65,199.9,129,16.99,280.1,62,12.6,12.1,1,3.27,3
"1869","LA",51,"area_code_510","no","yes",24,179.2,76,30.46,253.3,64,21.53,196.5,108,8.84,15.1,3,4.08,1
"1870","MD",117,"area_code_415","no","no",0,223.7,73,38.03,205.2,69,17.44,282.9,51,12.73,11.1,1,3,2
"1871","KY",38,"area_code_415","no","no",0,220.5,110,37.49,180.8,114,15.37,156.5,102,7.04,5.6,7,1.51,1
"1872","WI",67,"area_code_415","no","no",0,166.6,102,28.32,226.3,110,19.24,147.2,121,6.62,9.1,6,2.46,3
"1873","UT",43,"area_code_510","no","yes",24,207,109,35.19,181.7,100,15.44,148.7,111,6.69,5.7,6,1.54,1
"1874","WA",124,"area_code_510","no","no",0,178.8,64,30.4,226,118,19.21,240.5,89,10.82,5.5,4,1.49,2
"1875","NH",97,"area_code_415","no","no",0,87.1,110,14.81,202.1,110,17.18,137.9,89,6.21,14.4,4,3.89,2
"1876","ME",53,"area_code_510","no","yes",22,174.8,110,29.72,191.4,104,16.27,119.5,103,5.38,12,2,3.24,3
"1877","NE",136,"area_code_415","no","no",0,259,105,44.03,166.9,125,14.19,255.1,107,11.48,11.1,3,3,3
"1878","MA",98,"area_code_415","no","no",0,182.6,76,31.04,145.2,75,12.34,162.6,127,7.32,12,1,3.24,6
"1879","IA",84,"area_code_415","no","no",0,169.9,96,28.88,190.3,103,16.18,188,82,8.46,8.6,2,2.32,2
"1880","VT",74,"area_code_415","no","yes",24,124.2,146,21.11,266.2,84,22.63,156.7,108,7.05,11.5,6,3.11,3
"1881","MA",66,"area_code_408","no","no",0,128.2,109,21.79,274.5,112,23.33,211,90,9.49,8.1,4,2.19,0
"1882","SD",142,"area_code_408","no","yes",20,214.3,126,36.43,250.1,102,21.26,189.7,116,8.54,10.6,4,2.86,4
"1883","MN",59,"area_code_415","no","no",0,231.4,93,39.34,168,92,14.28,257.2,124,11.57,11.4,5,3.08,2
"1884","WV",48,"area_code_408","no","no",0,237.5,117,40.38,211.1,114,17.94,163.9,114,7.38,9.7,3,2.62,1
"1885","UT",140,"area_code_415","no","no",0,160.5,123,27.29,185.9,110,15.8,150.4,94,6.77,10.7,5,2.89,1
"1886","KY",122,"area_code_415","no","no",0,273.8,94,46.55,237.1,131,20.15,295.9,89,13.32,10.4,2,2.81,3
"1887","TX",26,"area_code_415","yes","no",0,194.4,105,33.05,238.3,100,20.26,239.1,129,10.76,9.6,5,2.59,0
"1888","AL",152,"area_code_408","no","no",0,142.8,106,24.28,230.5,87,19.59,212.8,74,9.58,7.2,8,1.94,0
"1889","VA",103,"area_code_415","no","no",0,228.4,103,38.83,97.3,129,8.27,199.9,67,9,9.4,7,2.54,3
"1890","TX",130,"area_code_415","no","no",0,159.9,70,27.18,236.8,127,20.13,227.9,95,10.26,9,1,2.43,1
"1891","MT",39,"area_code_415","no","no",0,196.2,105,33.35,306.8,111,26.08,201.5,110,9.07,6.9,11,1.86,0
"1892","AR",130,"area_code_415","no","no",0,182.1,136,30.96,204.2,99,17.36,355.1,135,15.98,12,7,3.24,2
"1893","AZ",127,"area_code_415","no","yes",29,136.1,146,23.14,302.6,105,25.72,163.1,116,7.34,18.5,2,5,2
"1894","MI",116,"area_code_415","no","no",0,199.7,76,33.95,98.5,104,8.37,220.1,108,9.9,13.7,6,3.7,1
"1895","PA",86,"area_code_415","no","yes",23,247.6,65,42.09,255.7,104,21.73,150,138,6.75,7.3,5,1.97,3
"1896","MN",78,"area_code_415","no","no",0,241.3,113,41.02,146.6,97,12.46,129,131,5.81,11.8,6,3.19,3
"1897","IN",84,"area_code_408","no","no",0,163.7,123,27.83,175,93,14.88,194,115,8.73,8,5,2.16,1
"1898","CA",126,"area_code_415","no","no",0,97,96,16.49,213.1,79,18.11,322.2,79,14.5,10.8,3,2.92,5
"1899","HI",83,"area_code_415","no","no",0,195.2,101,33.18,188.7,38,16.04,270,91,12.15,11.4,3,3.08,0
"1900","ID",43,"area_code_415","no","no",0,253.6,110,43.11,253.3,92,21.53,161.3,103,7.26,10.2,3,2.75,3
"1901","CA",65,"area_code_408","no","no",0,182.5,58,31.03,201.9,93,17.16,189.1,97,8.51,8.6,5,2.32,1
"1902","MD",79,"area_code_415","no","no",0,81.2,91,13.8,215.7,126,18.33,245.9,85,11.07,10.9,4,2.94,1
"1903","MD",76,"area_code_415","no","no",0,179.1,110,30.45,157.2,81,13.36,240,109,10.8,6.5,3,1.76,0
"1904","NE",124,"area_code_415","no","no",0,182.7,98,31.06,197.2,93,16.76,220.6,105,9.93,8.1,4,2.19,1
"1905","IN",84,"area_code_510","no","no",0,233.9,76,39.76,153.2,96,13.02,228,82,10.26,12.8,5,3.46,3
"1906","GA",84,"area_code_415","no","no",0,172.3,92,29.29,224.2,96,19.06,223.4,100,10.05,9.7,1,2.62,2
"1907","SC",125,"area_code_408","no","no",0,143.6,119,24.41,238.5,119,20.27,173.6,89,7.81,10.9,4,2.94,2
"1908","CO",61,"area_code_510","no","no",0,88.1,60,14.98,129.7,108,11.02,169,87,7.61,13.3,4,3.59,2
"1909","SC",103,"area_code_415","no","yes",30,254.1,75,43.2,200.4,116,17.03,185.9,109,8.37,6.6,2,1.78,2
"1910","TN",139,"area_code_510","no","no",0,196.9,58,33.47,137.1,91,11.65,216.6,101,9.75,9.8,3,2.65,1
"1911","ID",101,"area_code_510","no","no",0,195.8,105,33.29,184.5,109,15.68,172,128,7.74,11.8,2,3.19,2
"1912","OH",86,"area_code_408","no","yes",26,141.3,120,24.02,134.6,98,11.44,195.9,94,8.82,13.3,5,3.59,1
"1913","ME",48,"area_code_510","no","no",0,200.5,117,34.09,225.3,123,19.15,134,89,6.03,6.7,5,1.81,4
"1914","IL",134,"area_code_408","no","no",0,205.5,87,34.94,208.9,67,17.76,182.3,69,8.2,5.2,3,1.4,2
"1915","CA",149,"area_code_415","no","no",0,152.1,116,25.86,164.3,83,13.97,142.8,98,6.43,7.6,3,2.05,0
"1916","MT",84,"area_code_415","no","yes",25,113.9,90,19.36,257,99,21.85,214.5,98,9.65,12.9,8,3.48,4
"1917","NJ",16,"area_code_510","no","no",0,228.6,130,38.86,208.4,103,17.71,195.3,118,8.79,11.9,7,3.21,0
"1918","IN",104,"area_code_510","no","yes",44,163.2,69,27.74,271.7,107,23.09,175.6,109,7.9,9.9,2,2.67,3
"1919","NY",102,"area_code_408","no","yes",48,134,83,22.78,234.3,128,19.92,197.3,107,8.88,7.8,4,2.11,6
"1920","SD",106,"area_code_415","no","no",0,94.8,113,16.12,283.2,95,24.07,219.3,106,9.87,6.8,4,1.84,1
"1921","UT",141,"area_code_510","no","no",0,196.5,104,33.41,175.1,111,14.88,209.6,110,9.43,14.1,4,3.81,6
"1922","SD",69,"area_code_408","no","yes",33,170.2,113,28.93,192.4,69,16.35,112,108,5.04,13,1,3.51,2
"1923","RI",42,"area_code_408","no","no",0,191.9,139,32.62,304.2,91,25.86,179.5,91,8.08,11.7,4,3.16,0
"1924","NE",86,"area_code_408","no","no",0,113.1,77,19.23,294.4,126,25.02,101.4,94,4.56,13.4,3,3.62,1
"1925","DC",106,"area_code_415","no","no",0,147.7,105,25.11,215,129,18.28,267.2,95,12.02,11,3,2.97,1
"1926","AL",91,"area_code_415","no","no",0,271.9,106,46.22,231.9,116,19.71,247,110,11.12,9.3,3,2.51,1
"1927","ND",62,"area_code_510","no","no",0,196.2,107,33.35,103.9,104,8.83,203.8,88,9.17,13.2,4,3.56,1
"1928","PA",180,"area_code_415","no","no",0,174.1,94,29.6,147.1,93,12.5,216.9,108,9.76,16.2,3,4.37,1
"1929","TX",38,"area_code_415","no","yes",38,175.6,127,29.85,260.5,118,22.14,199.5,109,8.98,12.3,2,3.32,2
"1930","LA",164,"area_code_408","no","yes",32,111.7,116,18.99,133.9,93,11.38,176.5,76,7.94,8,5,2.16,1
"1931","AR",74,"area_code_415","no","no",0,201.4,112,34.24,109.6,71,9.32,200.2,135,9.01,10.7,2,2.89,1
"1932","GA",18,"area_code_415","no","no",0,156,88,26.52,213.8,127,18.17,244.9,113,11.02,11.4,9,3.08,1
"1933","MT",64,"area_code_415","no","yes",18,211.4,111,35.94,150.8,67,12.82,216.5,87,9.74,10.5,2,2.84,2
"1934","RI",77,"area_code_408","no","no",0,196.6,87,33.42,117.7,103,10,124.9,100,5.62,11.4,3,3.08,2
"1935","CT",87,"area_code_510","no","yes",18,186.7,74,31.74,220,77,18.7,224.6,137,10.11,12,4,3.24,1
"1936","TX",30,"area_code_415","no","no",0,195.2,100,33.18,179.8,95,15.28,298.3,115,13.42,11.5,4,3.11,1
"1937","ME",82,"area_code_415","no","yes",23,165.2,103,28.08,193.9,78,16.48,170.9,90,7.69,11.8,2,3.19,1
"1938","PA",96,"area_code_415","no","yes",28,66.6,147,11.32,297,121,25.25,144.2,106,6.49,13,3,3.51,2
"1939","PA",88,"area_code_415","no","no",0,158.2,130,26.89,234.6,91,19.94,291,117,13.1,12.9,3,3.48,2
"1940","MA",95,"area_code_415","no","no",0,186.4,85,31.69,173.4,100,14.74,294.7,73,13.26,9.1,5,2.46,1
"1941","SD",52,"area_code_408","no","no",0,165.8,94,28.19,192.8,135,16.39,247.8,64,11.15,12.4,7,3.35,3
"1942","MI",116,"area_code_408","no","no",0,149.6,74,25.43,167.9,92,14.27,174.1,100,7.83,16.4,7,4.43,0
"1943","RI",158,"area_code_510","no","no",0,245.1,68,41.67,195.8,100,16.64,244.2,80,10.99,11.5,4,3.11,2
"1944","TX",14,"area_code_415","no","no",0,271.9,104,46.22,171.4,104,14.57,239.2,111,10.76,13.8,4,3.73,2
"1945","MS",45,"area_code_415","no","no",0,142.7,80,24.26,205.4,135,17.46,228.1,87,10.26,12,11,3.24,2
"1946","PA",78,"area_code_408","no","yes",28,246,136,41.82,147.5,99,12.54,118.8,99,5.35,4,2,1.08,2
"1947","WI",167,"area_code_415","no","no",0,112.3,101,19.09,204.8,140,17.41,141.2,118,6.35,13.3,2,3.59,1
"1948","NE",136,"area_code_415","no","no",0,121.5,80,20.66,220.1,97,18.71,179.5,94,8.08,10.4,5,2.81,1
"1949","VA",52,"area_code_415","yes","yes",27,207.5,92,35.28,182.8,92,15.54,189,68,8.5,9.8,3,2.65,2
"1950","KS",136,"area_code_415","no","no",0,232.9,119,39.59,191,103,16.24,222.5,59,10.01,10.7,3,2.89,0
"1951","SC",139,"area_code_510","no","no",0,201.8,121,34.31,238.6,89,20.28,174.1,151,7.83,13.5,4,3.65,1
"1952","MD",120,"area_code_415","no","no",0,94.3,97,16.03,181.5,91,15.43,176.5,149,7.94,9.6,4,2.59,1
"1953","OH",108,"area_code_415","no","yes",30,126,124,21.42,202.4,84,17.2,186.4,99,8.39,8.6,1,2.32,1
"1954","ND",152,"area_code_408","no","no",0,298.1,113,50.68,228,119,19.38,228.1,98,10.26,8.2,4,2.21,4
"1955","MO",120,"area_code_408","no","no",0,121,139,20.57,270.4,121,22.98,141,90,6.35,5.3,8,1.43,1
"1956","UT",51,"area_code_408","no","yes",0,212.9,80,36.19,236.1,57,20.07,187.6,99,8.44,8.8,4,2.38,2
"1957","VT",61,"area_code_415","no","no",0,217.5,116,36.98,258.5,108,21.97,210.4,99,9.47,8.7,3,2.35,1
"1958","MN",17,"area_code_415","no","no",0,138.1,115,23.48,196.5,55,16.7,213.9,100,9.63,11.7,4,3.16,1
"1959","ND",181,"area_code_510","no","yes",16,196,85,33.32,107.1,119,9.1,205.9,110,9.27,9.7,1,2.62,1
"1960","PA",71,"area_code_415","no","no",0,232.7,97,39.56,208.2,85,17.7,194.3,113,8.74,10.2,7,2.75,1
"1961","AR",71,"area_code_408","no","yes",24,139.8,58,23.77,253.8,110,21.57,252.8,113,11.38,11.1,6,3,1
