"","state","account_length","area_code","international_plan","voice_mail_plan","number_vmail_messages","total_day_calls","total_day_charge","total_eve_minutes","total_eve_calls","total_night_calls","total_night_charge","total_intl_minutes","total_intl_calls","number_customer_service_calls","churn","vmail_flag","number"
"2709","OR",116,"area_code_415","yes","no",0,104,36.62,204.8,79,109,12.53,12.6,5,3,"no","no",1.6094379124341
"2710","NC",80,"area_code_408","no","no",0,75,33.32,237.8,112,127,9.9,13.9,5,1,"no","no",1.6094379124341
"2711","WA",75,"area_code_510","no","yes",41,115,22.25,203.4,110,68,7.73,12.4,4,1,"no","yes",1.38629436111989
"2712","NV",77,"area_code_415","no","no",0,112,24.19,306.3,111,82,8.84,9.9,1,1,"no","no",0
"2713","ME",28,"area_code_415","no","no",0,102,40.26,167.1,87,115,12.61,9.7,3,3,"no","no",1.09861228866811
"2714","PA",121,"area_code_408","no","no",0,113,41.8,210.8,94,108,8.46,10.4,8,1,"no","no",2.07944154167984
"2715","DE",139,"area_code_408","no","no",0,110,23.63,132.9,93,120,12.24,12.1,1,0,"no","no",0
"2716","LA",69,"area_code_415","no","no",0,128,41.75,173,101,118,5.03,14.2,7,2,"no","no",1.94591014905531
"2717","AL",136,"area_code_510","no","no",0,91,18.6,207.5,111,107,6.08,11.6,5,0,"no","no",1.6094379124341
"2718","TX",208,"area_code_510","no","no",0,67,55.51,176.3,113,102,8.18,10.7,6,2,"yes","no",1.79175946922805
"2719","IL",85,"area_code_415","no","no",0,95,31.79,163.6,136,105,9.55,7.9,2,2,"no","no",0.693147180559945
"2720","ID",151,"area_code_415","no","no",0,106,33.12,292.7,103,82,10.11,5.5,3,0,"no","no",1.09861228866811
"2721","AK",146,"area_code_510","yes","no",0,85,27.8,224.8,149,116,11.39,9.8,4,1,"no","no",1.38629436111989
"2722","PA",124,"area_code_415","no","no",0,119,28.46,233.2,143,115,4.93,10.3,5,0,"no","no",1.6094379124341
"2723","OK",82,"area_code_408","no","no",0,106,30.99,259.9,102,98,6.77,10.9,6,1,"no","no",1.79175946922805
"2724","NV",94,"area_code_510","no","no",0,121,29.9,222.1,94,123,8.63,10.9,5,1,"no","no",1.6094379124341
"2725","IA",129,"area_code_415","no","no",0,85,36.72,186.9,114,109,9.48,4.9,10,2,"no","no",2.30258509299405
"2726","IA",81,"area_code_510","no","no",0,141,44.44,215.7,102,96,12.23,8,6,1,"yes","no",1.79175946922805
"2727","NY",171,"area_code_415","no","no",0,110,23.38,198.1,109,131,13.17,13.3,5,2,"no","no",1.6094379124341
"2728","FL",106,"area_code_408","no","no",0,143,30.33,247,123,105,11.7,9.6,2,0,"no","no",0.693147180559945
"2729","DC",112,"area_code_415","yes","no",0,110,36.99,195.7,105,106,8.05,10.4,8,2,"no","no",2.07944154167984
"2730","MA",105,"area_code_415","no","yes",21,112,24.99,197.3,43,93,12.03,8.7,3,2,"no","yes",1.09861228866811
"2731","WI",91,"area_code_408","no","yes",44,101,36.82,173.1,98,95,10.89,9.1,3,1,"no","yes",1.09861228866811
"2732","OR",53,"area_code_408","no","no",0,119,44.4,250.8,105,112,7.92,9.8,2,0,"yes","no",0.693147180559945
"2733","TN",128,"area_code_510","no","yes",40,112,46.27,239.9,111,124,11.58,11.6,2,1,"no","yes",0.693147180559945
"2734","WY",67,"area_code_510","no","no",0,96,21.25,294.5,114,75,9.26,10.2,4,1,"yes","no",1.38629436111989
"2735","AZ",116,"area_code_415","yes","no",0,97,32.59,176.2,127,96,4.68,4.9,4,2,"no","no",1.38629436111989
"2736","MA",17,"area_code_415","yes","no",0,118,27.68,229.6,91,94,14.97,13.6,3,0,"yes","no",1.09861228866811
"2737","LA",112,"area_code_510","no","no",0,127,29.67,259.3,71,120,7.67,11.3,7,1,"no","no",1.94591014905531
"2738","ID",107,"area_code_415","no","no",0,81,44.3,246.1,116,117,10.95,12.8,9,0,"yes","no",2.19722457733622
"2739","NC",122,"area_code_415","no","no",0,86,36.65,167.8,59,67,9.32,6.4,8,3,"no","no",2.07944154167984
"2740","MI",128,"area_code_415","no","no",0,94,30.5,270.4,92,88,8.59,7.9,4,0,"no","no",1.38629436111989
"2741","CT",63,"area_code_408","no","yes",25,137,32.3,116.6,76,110,6.37,12.2,2,1,"no","yes",0.693147180559945
"2742","OR",174,"area_code_415","no","no",0,102,37.79,173.8,123,97,13.37,5.7,2,0,"yes","no",0.693147180559945
"2743","AR",153,"area_code_408","no","no",0,56,26.28,263,84,89,16.55,15.5,2,1,"no","no",0.693147180559945
"2744","UT",201,"area_code_510","no","no",0,72,36.16,225.2,90,99,8.78,7,6,1,"no","no",1.79175946922805
"2745","IL",101,"area_code_415","no","no",0,66,21.22,257.2,85,115,8.69,13.4,4,0,"no","no",1.38629436111989
"2746","CO",11,"area_code_415","no","yes",36,122,49.88,174.1,91,50,9.54,6.9,6,1,"no","yes",1.79175946922805
"2747","NY",64,"area_code_415","yes","no",0,55,58.96,249.5,79,102,12.39,13.3,9,1,"yes","no",2.19722457733622
"2748","VA",129,"area_code_408","no","no",0,91,35.19,154.9,121,112,11.03,13.4,5,3,"no","no",1.6094379124341
"2749","ID",153,"area_code_415","no","yes",22,104,28.51,246.8,91,117,9.18,7.5,11,1,"no","yes",2.39789527279837
"2750","TN",140,"area_code_415","no","no",0,84,21.3,167.6,121,94,11.73,8.4,4,1,"no","no",1.38629436111989
"2751","NY",111,"area_code_415","no","no",0,117,30.91,158.1,91,123,11.98,9.7,9,0,"no","no",2.19722457733622
"2752","VT",73,"area_code_415","no","no",0,91,37.03,220.6,97,89,12.48,10.3,6,1,"yes","no",1.79175946922805
"2753","KY",122,"area_code_415","no","no",0,136,21.91,244.4,133,133,6.69,10.7,5,0,"no","no",1.6094379124341
"2754","AR",58,"area_code_415","no","no",0,107,40.61,187.2,88,84,8.15,11.8,3,2,"no","no",1.09861228866811
"2755","WV",112,"area_code_408","no","no",0,53,28.63,187.5,68,125,9.2,9.8,3,1,"no","no",1.09861228866811
"2756","CO",86,"area_code_408","no","no",0,106,29.21,301.7,44,108,6.27,9.7,5,1,"no","no",1.6094379124341
"2757","AZ",57,"area_code_415","no","yes",25,92,31.01,214.7,104,110,7.85,10.1,2,1,"no","yes",0.693147180559945
"2758","OR",45,"area_code_415","no","yes",32,85,39.95,240.5,101,88,6.62,7.7,3,2,"no","yes",1.09861228866811
"2759","NY",32,"area_code_415","no","no",0,98,28.02,229.9,96,108,7.53,14.8,2,2,"no","no",0.693147180559945
"2760","OK",125,"area_code_408","no","no",0,103,38.98,177.4,126,95,8.52,12,8,1,"no","no",2.07944154167984
"2761","NY",77,"area_code_510","no","no",0,92,21.1,214.9,131,132,10.86,13.7,3,0,"no","no",1.09861228866811
"2762","NJ",87,"area_code_510","no","no",0,109,37.94,127.5,86,83,13.02,14.5,4,3,"no","no",1.38629436111989
"2763","ID",69,"area_code_510","yes","no",0,121,33.95,189.4,92,120,11.88,11.1,4,6,"yes","no",1.38629436111989
"2764","MT",80,"area_code_510","yes","yes",30,132,31.31,167.5,109,114,9.58,10,10,0,"no","yes",2.30258509299405
"2765","OH",74,"area_code_415","no","no",0,106,23.24,228.6,105,114,11.94,9.8,4,0,"no","no",1.38629436111989
"2766","FL",102,"area_code_408","no","yes",29,86,36.5,314.3,109,110,12.61,14.3,2,0,"no","yes",0.693147180559945
"2767","KS",90,"area_code_415","no","yes",30,104,32.52,257.1,109,89,8,11,1,1,"no","yes",0
"2768","UT",111,"area_code_510","no","no",0,80,32.52,138.5,94,107,11.07,6.4,3,2,"no","no",1.09861228866811
"2769","NE",117,"area_code_415","no","no",0,119,17.48,206.7,91,105,13.46,10.1,7,1,"no","no",1.94591014905531
"2770","AL",42,"area_code_510","no","no",0,103,27.23,159.8,116,87,11.51,12.9,3,1,"no","no",1.09861228866811
"2771","KS",128,"area_code_415","no","yes",25,110,45.07,197.4,99,91,11.01,10,3,1,"no","yes",1.09861228866811
"2772","UT",39,"area_code_415","no","yes",17,122,39.22,207.1,85,73,9.4,9.2,1,3,"no","yes",0
"2773","AL",102,"area_code_415","no","no",0,106,20.93,182,102,75,11.01,12.6,7,2,"no","no",1.94591014905531
"2774","MT",125,"area_code_510","no","no",0,80,24.34,88.1,94,135,10.49,8.8,7,4,"yes","no",1.94591014905531
"2775","OR",129,"area_code_408","no","no",0,99,16.66,240.7,62,123,11.47,10.5,4,0,"no","no",1.38629436111989
"2776","MN",62,"area_code_415","no","no",0,109,42.28,220,118,78,11.96,13.2,2,1,"yes","no",0.693147180559945
"2777","SC",114,"area_code_510","no","yes",4,96,24.02,230.4,88,85,10.07,9.4,3,3,"no","yes",1.09861228866811
"2778","WV",160,"area_code_408","no","yes",37,104,30.57,144.8,115,89,9.41,11.1,8,3,"no","yes",2.07944154167984
"2779","NV",143,"area_code_408","no","no",0,101,26.44,213.4,89,61,10.71,7.6,11,1,"no","no",2.39789527279837
"2780","MI",82,"area_code_415","no","no",0,84,27.9,317.7,109,87,10.87,13.3,4,1,"no","no",1.38629436111989
"2781","MT",49,"area_code_415","yes","no",0,101,26.79,256.4,69,107,11.74,9.8,4,1,"no","no",1.38629436111989
"2782","AL",111,"area_code_415","no","no",0,107,31.93,246,70,88,7.92,10.5,7,0,"no","no",1.94591014905531
"2783","WV",128,"area_code_415","no","no",0,108,23.85,235.3,111,57,9.04,11.8,6,1,"no","no",1.79175946922805
"2784","MI",62,"area_code_408","no","no",0,94,20.28,224,81,78,7.05,12.1,6,5,"yes","no",1.79175946922805
"2785","HI",130,"area_code_510","no","no",0,101,21.56,144.1,105,117,11.23,11.4,8,2,"no","no",2.07944154167984
"2786","KS",81,"area_code_510","no","no",0,98,23.77,247.2,103,113,10.85,11.7,3,3,"no","no",1.09861228866811
"2787","MT",113,"area_code_415","no","no",0,98,48.26,137.1,91,110,7.15,11.3,5,2,"no","no",1.6094379124341
"2788","VT",121,"area_code_415","yes","yes",44,127,43.2,180.2,108,129,8.83,8.7,4,3,"no","yes",1.38629436111989
"2789","GA",135,"area_code_415","no","yes",22,113,33.51,259.4,95,135,6.06,14.6,5,2,"no","yes",1.6094379124341
"2790","NJ",83,"area_code_408","no","no",0,105,8.23,139.7,86,80,6.93,11.5,4,2,"no","no",1.38629436111989
"2791","WV",48,"area_code_415","no","yes",34,70,33.66,273.7,121,71,9.81,7.6,4,1,"no","yes",1.38629436111989
"2792","AR",122,"area_code_415","yes","no",0,117,24.87,218.7,93,97,10.62,11.5,5,1,"no","no",1.6094379124341
"2793","MD",120,"area_code_415","no","yes",39,68,34.05,220.4,97,116,11.42,10.5,4,0,"no","yes",1.38629436111989
"2794","ME",149,"area_code_415","no","yes",18,106,25.25,114.5,106,98,8.02,6.5,4,0,"no","yes",1.38629436111989
"2795","VA",60,"area_code_415","no","no",0,91,39.02,157.7,67,76,7.31,13.2,3,2,"no","no",1.09861228866811
"2796","IA",83,"area_code_408","yes","no",0,105,33.59,177.5,96,100,5.71,9.2,1,3,"yes","no",0
"2797","VT",99,"area_code_408","no","yes",19,103,14.91,223,86,112,8.2,7.3,4,2,"no","yes",1.38629436111989
"2798","AL",117,"area_code_510","no","no",0,84,26.98,181.7,91,67,7.98,7.7,10,2,"no","no",2.30258509299405
"2799","MI",102,"area_code_510","no","no",0,88,41.17,233.2,89,121,8.48,6.2,6,3,"no","no",1.79175946922805
"2800","VA",139,"area_code_510","no","yes",23,129,26.79,247,96,112,11.66,13.7,2,0,"no","yes",0.693147180559945
"2801","TX",128,"area_code_415","no","yes",40,88,29.1,145.7,109,93,8.86,14,6,1,"no","yes",1.79175946922805
"2802","FL",79,"area_code_510","no","no",0,119,22.13,290.9,121,140,8.77,14,6,3,"no","no",1.79175946922805
"2803","DE",127,"area_code_510","no","no",0,115,41.09,141.5,96,94,7.68,4.5,5,2,"no","no",1.6094379124341
"2804","WV",107,"area_code_415","no","no",0,100,20.93,158.4,82,82,11.52,9.3,5,0,"no","no",1.6094379124341
"2805","KY",96,"area_code_415","no","yes",40,90,18.46,206.4,154,118,5.68,13.4,4,0,"no","yes",1.38629436111989
"2806","WV",121,"area_code_415","no","no",0,110,17.56,129.1,82,113,7.52,10.7,3,0,"no","no",1.09861228866811
"2807","AZ",76,"area_code_408","no","yes",12,100,16.73,187.5,119,68,7.97,15.1,3,1,"no","yes",1.09861228866811
"2808","MD",115,"area_code_408","no","no",0,97,43.32,153.5,110,117,9.79,9,4,1,"no","no",1.38629436111989
"2809","NC",169,"area_code_408","no","no",0,82,24.23,231.4,110,67,5.9,10,4,2,"no","no",1.38629436111989
"2810","KY",126,"area_code_510","no","no",0,120,29.82,98.3,71,93,9.09,10.6,1,0,"no","no",0
"2811","DE",67,"area_code_415","no","no",0,79,27.97,110.3,108,102,9.18,9.8,2,1,"no","no",0.693147180559945
"2812","NY",77,"area_code_415","yes","no",0,86,22.59,168.1,121,102,8.83,7.8,3,0,"no","no",1.09861228866811
"2813","UT",25,"area_code_415","yes","no",0,99,27.49,216.1,89,115,7.95,12.4,6,1,"no","no",1.79175946922805
"2814","AZ",157,"area_code_415","no","no",0,105,37.52,119.3,127,113,7.43,11.5,7,4,"no","no",1.94591014905531
"2815","MO",103,"area_code_408","no","yes",24,85,19.01,239.6,102,81,12.07,6.9,4,1,"no","yes",1.38629436111989
"2816","VA",118,"area_code_408","no","no",0,119,32.18,233.5,112,104,12.19,10,1,2,"no","no",0
"2817","IL",138,"area_code_408","yes","no",0,81,45.63,174.4,115,96,8.71,11.6,4,1,"no","no",1.38629436111989
"2818","OR",110,"area_code_408","no","no",0,112,25.47,180,93,119,6.3,11.7,4,2,"no","no",1.38629436111989
"2819","MA",88,"area_code_415","no","no",0,124,45.02,245.4,112,115,7.22,14.8,2,1,"yes","no",0.693147180559945
"2820","KS",47,"area_code_510","yes","no",0,120,8.13,178.9,123,96,6.87,13.3,7,0,"yes","no",1.94591014905531
"2821","MN",92,"area_code_510","no","no",0,105,36.11,224.6,118,105,9.96,9,4,1,"no","no",1.38629436111989
"2822","VA",121,"area_code_415","no","no",0,112,22.8,195.1,104,139,7.18,10.5,2,2,"no","no",0.693147180559945
"2823","WI",104,"area_code_510","no","yes",15,99,21.2,188.3,108,95,9.39,8,3,0,"no","yes",1.09861228866811
"2824","UT",32,"area_code_510","no","yes",26,137,41.4,236.8,108,149,7.8,9,9,1,"no","yes",2.19722457733622
"2825","NJ",88,"area_code_415","no","no",0,136,51.26,257.7,72,118,5.98,13.4,2,4,"yes","no",0.693147180559945
"2826","IN",75,"area_code_510","no","yes",17,107,34.12,212.5,109,136,9.18,12.9,3,4,"no","yes",1.09861228866811
"2827","CA",93,"area_code_415","no","yes",36,134,30.38,178.6,102,82,5.71,8,4,2,"no","yes",1.38629436111989
"2828","WI",116,"area_code_408","no","no",0,101,25.91,191,90,96,6.44,11.1,9,0,"no","no",2.19722457733622
"2829","ID",90,"area_code_415","no","no",0,140,44.05,124,119,79,8.47,12.8,3,0,"no","no",1.09861228866811
"2830","MT",21,"area_code_415","no","no",0,87,43.23,215.5,95,98,10.63,11.6,5,1,"yes","no",1.6094379124341
"2831","ND",105,"area_code_510","no","no",0,83,41.89,256.2,101,151,7.61,3.8,4,0,"no","no",1.38629436111989
"2832","TN",123,"area_code_415","no","no",0,98,28.37,221.8,77,114,10.98,12.8,4,3,"no","no",1.38629436111989
"2833","VT",128,"area_code_510","no","yes",29,104,30.48,225.9,86,78,14.54,8.6,7,0,"no","yes",1.94591014905531
"2834","MN",158,"area_code_408","no","no",0,112,35.68,221.3,82,93,9.45,8.2,3,1,"no","no",1.09861228866811
"2835","OH",80,"area_code_415","no","no",0,83,33.59,164.5,86,98,4.23,6.4,6,1,"no","no",1.79175946922805
"2836","WV",136,"area_code_510","no","no",0,121,40.82,271.2,123,98,5.97,17.2,4,0,"yes","no",1.38629436111989
"2837","ID",160,"area_code_415","no","no",0,77,14.59,165.3,110,92,8.03,9.2,4,3,"no","no",1.38629436111989
"2838","AZ",114,"area_code_510","no","no",0,119,55.44,161,105,129,9.9,11,3,1,"yes","no",1.09861228866811
"2839","IA",93,"area_code_408","no","no",0,93,33.68,236.1,95,121,5.73,12.6,4,2,"no","no",1.38629436111989
"2840","NM",65,"area_code_415","no","no",0,80,25.28,259,94,107,6.73,12.7,6,2,"no","no",1.79175946922805
"2841","MO",20,"area_code_415","no","no",0,109,32.3,258.2,84,102,8.17,6.3,6,0,"no","no",1.79175946922805
"2842","FL",84,"area_code_510","no","no",0,88,32.47,318.8,119,79,11.13,6.5,4,0,"no","no",1.38629436111989
"2843","WI",49,"area_code_408","no","no",0,88,44.35,174.2,103,98,11.83,10.6,4,1,"no","no",1.38629436111989
"2844","IL",86,"area_code_510","no","yes",16,105,24.62,206.2,111,117,11.49,11.6,2,4,"no","yes",0.693147180559945
"2845","GA",155,"area_code_510","no","no",0,90,12.1,304.4,119,103,8.25,8.6,4,0,"no","no",1.38629436111989
"2846","IA",121,"area_code_415","no","no",0,96,46.55,263.1,106,83,9.07,10.8,3,1,"yes","no",1.09861228866811
"2847","MT",57,"area_code_415","no","no",0,120,39.85,155.3,120,103,5.87,9.4,4,1,"no","no",1.38629436111989
"2848","MI",126,"area_code_415","yes","yes",26,123,21.98,176.5,114,102,6.95,9.6,7,1,"no","yes",1.94591014905531
"2849","IA",130,"area_code_510","no","no",0,72,23.65,246,112,121,9.32,11.4,9,5,"no","no",2.19722457733622
"2850","WY",129,"area_code_510","no","no",0,114,24.43,297.8,98,86,9.57,11.4,8,4,"no","no",2.07944154167984
"2851","IA",40,"area_code_510","no","no",0,115,28.85,141.4,123,115,11.39,10.5,3,4,"yes","no",1.09861228866811
"2852","TN",47,"area_code_415","no","yes",30,93,33.42,241.4,140,118,10.17,12.9,4,2,"no","yes",1.38629436111989
"2853","UT",66,"area_code_415","no","no",0,98,32.71,187,93,82,5.98,11.2,1,0,"no","no",0
"2854","AL",130,"area_code_408","no","no",0,79,49.15,150.1,106,98,7.35,13.5,4,1,"no","no",1.38629436111989
"2855","CO",107,"area_code_415","no","no",0,100,28.44,163.9,79,100,8.37,6.7,5,2,"no","no",1.6094379124341
"2856","ND",101,"area_code_415","no","yes",28,132,18,231.7,107,120,12.66,10.7,5,1,"no","yes",1.6094379124341
"2857","LA",128,"area_code_415","no","no",0,94,25.11,283.3,83,124,8.47,6.9,5,2,"no","no",1.6094379124341
"2858","NM",56,"area_code_408","no","no",0,110,33.49,222.8,102,91,10.14,10.6,6,2,"no","no",1.79175946922805
"2859","ID",97,"area_code_408","no","no",0,125,40.77,214.8,111,81,6.45,8.7,5,2,"no","no",1.6094379124341
"2860","UT",126,"area_code_408","no","no",0,70,35.97,216.9,80,60,6.91,7.8,1,1,"no","no",0
"2861","TN",121,"area_code_415","no","no",0,79,36.94,218,106,69,7.49,11.5,7,1,"no","no",1.94591014905531
"2862","SD",104,"area_code_510","no","no",0,128,39.81,293.1,92,79,8.28,9.8,6,0,"yes","no",1.79175946922805
"2863","SC",64,"area_code_510","no","yes",37,92,26.28,83.4,103,99,7.47,13.3,3,1,"no","yes",1.09861228866811
"2864","MD",83,"area_code_510","no","no",0,70,13.28,239.3,115,112,6.5,12.3,4,1,"no","no",1.38629436111989
"2865","GA",101,"area_code_415","no","yes",33,108,34.02,188.9,122,90,9.23,15.5,4,0,"no","yes",1.38629436111989
"2866","WV",11,"area_code_510","no","yes",38,130,35.67,196.6,84,79,10.49,7,7,1,"no","yes",1.94591014905531
"2867","MI",133,"area_code_415","no","no",0,98,28.2,161.9,110,120,9.4,11.2,11,2,"no","no",2.39789527279837
"2868","TX",129,"area_code_415","no","yes",23,119,35.82,137.4,51,92,11.17,7.9,6,2,"no","yes",1.79175946922805
"2869","IL",117,"area_code_408","no","no",0,82,20.23,187.5,108,97,8.52,11.5,3,1,"no","no",1.09861228866811
"2870","NY",57,"area_code_510","no","yes",25,81,24.48,187.2,112,122,7.14,8.5,6,3,"no","yes",1.79175946922805
"2871","KS",127,"area_code_415","no","no",0,100,37.57,160.7,113,96,10.49,6.8,4,2,"no","no",1.38629436111989
"2872","AL",107,"area_code_408","no","no",0,95,14.76,108.1,85,87,9.19,13.2,3,1,"no","no",1.09861228866811
"2873","MS",107,"area_code_415","no","no",0,103,37.42,200.4,94,147,12.27,7.4,5,2,"no","no",1.6094379124341
"2874","MT",94,"area_code_510","no","no",0,136,27.8,143.7,111,82,11.4,12.6,5,1,"no","no",1.6094379124341
"2875","SD",93,"area_code_510","no","no",0,108,36.64,230.9,70,134,6.48,13.2,4,0,"no","no",1.38629436111989
"2876","AL",123,"area_code_415","no","no",0,100,22.54,198.8,102,105,7.6,0,0,1,"no","no",-Inf
"2877","DC",65,"area_code_408","no","no",0,72,41.57,206.2,88,110,13.49,7.6,1,5,"yes","no",0
"2878","WY",88,"area_code_415","no","no",0,92,23.58,205.8,73,119,11.16,9.8,5,1,"no","no",1.6094379124341
"2879","MI",136,"area_code_415","no","yes",24,134,8.52,295.8,89,115,5.03,11,6,0,"no","yes",1.79175946922805
"2880","MS",78,"area_code_408","no","no",0,108,18.46,209.9,126,117,10.02,7.9,5,1,"yes","no",1.6094379124341
"2881","MN",79,"area_code_408","no","yes",32,62,8.6,201.4,87,121,6.61,4.2,4,2,"no","yes",1.38629436111989
"2882","OH",78,"area_code_415","no","yes",27,88,20.72,225.4,75,118,4.09,13,4,3,"no","yes",1.38629436111989
"2883","UT",96,"area_code_510","yes","no",0,101,16.97,253.6,83,75,5.06,7.5,6,0,"no","no",1.79175946922805
"2884","OH",103,"area_code_408","no","yes",29,95,50.1,237.3,105,127,13.51,13.7,6,1,"no","yes",1.79175946922805
"2885","MT",157,"area_code_408","no","no",0,67,40.83,153,98,72,11.21,10.2,6,2,"no","no",1.79175946922805
"2886","WI",107,"area_code_408","no","no",0,104,22.78,174.5,94,79,14,7.3,3,3,"no","no",1.09861228866811
"2887","MN",59,"area_code_408","no","yes",32,120,36.02,202.9,136,95,9.61,8.8,5,1,"no","yes",1.6094379124341
"2888","NM",104,"area_code_415","no","no",0,109,27.91,155.4,90,117,7.6,10.7,8,1,"no","no",2.07944154167984
"2889","WV",44,"area_code_510","no","no",0,121,38.78,276.5,79,77,12.59,9.9,5,2,"yes","no",1.6094379124341
"2890","OH",39,"area_code_415","no","yes",36,121,24.09,232.3,113,131,9.99,12,5,1,"no","yes",1.6094379124341
"2891","WI",62,"area_code_415","no","no",0,66,47.77,160.6,108,74,3.51,0,0,1,"no","no",-Inf
"2892","WI",89,"area_code_408","no","no",0,95,39.92,109.7,87,99,8.11,10.4,2,0,"no","no",0.693147180559945
"2893","CO",159,"area_code_408","yes","no",0,53,43.71,312.2,127,82,8.24,8.8,6,1,"yes","no",1.79175946922805
"2894","OK",149,"area_code_408","no","no",0,83,31.89,201.4,81,79,11.89,8.8,1,1,"no","no",0
"2895","KS",59,"area_code_510","no","yes",45,113,12.1,233.7,95,129,6.27,14,12,1,"no","yes",2.484906649788
"2896","IA",143,"area_code_510","no","yes",33,130,24.04,186.4,114,111,9.45,7.7,6,1,"no","yes",1.79175946922805
"2897","NY",120,"area_code_510","no","yes",27,115,21.85,163.7,91,121,10.93,0,0,1,"no","yes",-Inf
"2898","KS",127,"area_code_415","no","yes",24,69,26.32,177.2,105,102,9.34,9,4,1,"no","yes",1.38629436111989
"2899","KY",172,"area_code_415","no","no",0,85,29.33,253.1,71,113,9.97,5.9,6,0,"no","no",1.79175946922805
"2900","DC",91,"area_code_415","no","yes",39,105,28.87,65.2,116,92,6.5,10.9,4,1,"no","yes",1.38629436111989
"2901","MI",57,"area_code_415","no","no",0,100,23.8,174.7,102,111,11.63,13.3,4,1,"no","no",1.38629436111989
"2902","MN",96,"area_code_415","no","yes",27,96,44.42,220.9,101,97,8.07,11.3,2,1,"no","yes",0.693147180559945
"2903","MS",115,"area_code_415","no","no",0,97,30.96,231.1,76,103,11.08,15,2,0,"no","no",0.693147180559945
"2904","CO",43,"area_code_415","no","no",0,114,31.42,130.6,131,69,7.88,8,9,0,"no","no",2.19722457733622
"2905","MN",163,"area_code_408","no","yes",22,91,36.57,138.9,102,109,6.58,12.4,2,2,"no","yes",0.693147180559945
